Date,Year,Month,Day,Item,Gender
2021-01-11,2021,1,11,1,0
2021-01-11,2021,1,11,1,0
2021-01-11,2021,1,11,1,0
2021-01-11,2021,1,11,1,0
2021-01-11,2021,1,11,1,0
2021-01-11,2021,1,11,3,1
2021-01-12,2021,1,12,1,0
2021-01-12,2021,1,12,1,0
2021-01-12,2021,1,12,1,0
2021-01-12,2021,1,12,1,0
2021-01-12,2021,1,12,1,0
2021-01-12,2021,1,12,1,0
2021-01-12,2021,1,12,3,1
2021-01-13,2021,1,13,1,0
2021-01-13,2021,1,13,1,0
2021-01-13,2021,1,13,3,1
2021-01-13,2021,1,13,1,0
2021-01-13,2021,1,13,1,0
2021-01-13,2021,1,13,1,0
2021-01-13,2021,1,13,1,0
2021-01-14,2021,1,14,1,0
2021-01-14,2021,1,14,3,1
2021-01-14,2021,1,14,1,0
2021-01-14,2021,1,14,1,0
2021-01-14,2021,1,14,2,1
2021-01-14,2021,1,14,2,1
2021-01-14,2021,1,14,1,0
2021-01-15,2021,1,15,1,0
2021-01-15,2021,1,15,1,0
2021-01-15,2021,1,15,1,0
2021-01-15,2021,1,15,1,0
2021-01-15,2021,1,15,1,0
2021-01-15,2021,1,15,1,0
2021-01-15,2021,1,15,1,0
2021-01-16,2021,1,16,1,0
2021-01-16,2021,1,16,1,0
2021-01-16,2021,1,16,1,0
2021-01-16,2021,1,16,3,1
2021-01-16,2021,1,16,1,0
2021-01-16,2021,1,16,1,0
2021-01-16,2021,1,16,1,0
2021-01-17,2021,1,17,1,0
2021-01-17,2021,1,17,1,0
2021-01-17,2021,1,17,1,0
2021-01-17,2021,1,17,1,0
2021-01-17,2021,1,17,1,0
2021-01-17,2021,1,17,1,0
2021-01-17,2021,1,17,1,0
2021-01-18,2021,1,18,1,0
2021-01-18,2021,1,18,1,0
2021-01-18,2021,1,18,1,0
2021-01-18,2021,1,18,1,0
2021-01-18,2021,1,18,2,1
2021-01-18,2021,1,18,1,0
2021-01-18,2021,1,18,2,1
2021-01-19,2021,1,19,1,0
2021-01-19,2021,1,19,1,0
2021-01-19,2021,1,19,2,1
2021-01-19,2021,1,19,1,0
2021-01-19,2021,1,19,1,0
2021-01-19,2021,1,19,2,1
2021-01-19,2021,1,19,3,1
2021-01-20,2021,1,20,1,0
2021-01-20,2021,1,20,1,0
2021-01-20,2021,1,20,1,0
2021-01-20,2021,1,20,1,0
2021-01-20,2021,1,20,1,0
2021-01-20,2021,1,20,1,0
2021-01-20,2021,1,20,1,0
2021-01-21,2021,1,21,1,0
2021-01-21,2021,1,21,1,0
2021-01-21,2021,1,21,1,0
2021-01-21,2021,1,21,1,0
2021-01-21,2021,1,21,2,1
2021-01-21,2021,1,21,1,0
2021-01-21,2021,1,21,1,0
2021-01-22,2021,1,22,1,0
2021-01-22,2021,1,22,2,1
2021-01-22,2021,1,22,1,0
2021-01-22,2021,1,22,1,0
2021-01-22,2021,1,22,2,1
2021-01-22,2021,1,22,1,0
2021-01-22,2021,1,22,1,0
2021-01-23,2021,1,23,1,0
2021-01-23,2021,1,23,2,1
2021-01-23,2021,1,23,1,0
2021-01-23,2021,1,23,1,0
2021-01-23,2021,1,23,2,1
2021-01-23,2021,1,23,1,0
2021-01-23,2021,1,23,3,1
2021-01-24,2021,1,24,3,1
2021-01-24,2021,1,24,1,0
2021-01-24,2021,1,24,1,0
2021-01-24,2021,1,24,1,0
2021-01-24,2021,1,24,1,0
2021-01-24,2021,1,24,1,0
2021-01-24,2021,1,24,1,0
2021-01-25,2021,1,25,1,0
2021-01-25,2021,1,25,1,0
2021-01-25,2021,1,25,1,0
2021-01-25,2021,1,25,1,0
2021-01-25,2021,1,25,1,0
2021-01-25,2021,1,25,1,0
2021-01-25,2021,1,25,3,1
2021-01-26,2021,1,26,1,0
2021-01-26,2021,1,26,1,0
2021-01-26,2021,1,26,1,0
2021-01-26,2021,1,26,2,1
2021-01-26,2021,1,26,1,0
2021-01-26,2021,1,26,1,0
2021-01-26,2021,1,26,1,0
2021-01-27,2021,1,27,1,0
2021-01-27,2021,1,27,1,0
2021-01-27,2021,1,27,2,1
2021-01-27,2021,1,27,1,0
2021-01-27,2021,1,27,1,0
2021-01-27,2021,1,27,1,0
2021-01-27,2021,1,27,2,1
2021-01-28,2021,1,28,1,0
2021-01-28,2021,1,28,1,0
2021-01-28,2021,1,28,3,1
2021-01-28,2021,1,28,2,1
2021-01-28,2021,1,28,1,0
2021-01-28,2021,1,28,1,0
2021-01-28,2021,1,28,1,0
2021-01-29,2021,1,29,2,1
2021-01-29,2021,1,29,1,0
2021-01-29,2021,1,29,3,1
2021-01-29,2021,1,29,1,0
2021-01-29,2021,1,29,1,0
2021-01-29,2021,1,29,1,0
2021-01-29,2021,1,29,2,1
2021-01-30,2021,1,30,1,0
2021-01-30,2021,1,30,1,0
2021-01-30,2021,1,30,1,0
2021-01-30,2021,1,30,1,0
2021-01-30,2021,1,30,1,0
2021-01-30,2021,1,30,1,0
2021-01-30,2021,1,30,1,0
2021-01-31,2021,1,31,1,0
2021-01-31,2021,1,31,1,0
2021-01-31,2021,1,31,2,1
2021-01-31,2021,1,31,1,0
2021-01-31,2021,1,31,3,1
2021-01-31,2021,1,31,3,1
2021-01-31,2021,1,31,1,0
2021-02-01,2021,2,1,1,0
2021-02-01,2021,2,1,1,0
2021-02-01,2021,2,1,3,1
2021-02-01,2021,2,1,2,1
2021-02-01,2021,2,1,1,0
2021-02-01,2021,2,1,1,0
2021-02-01,2021,2,1,1,0
2021-02-02,2021,2,2,1,0
2021-02-02,2021,2,2,2,1
2021-02-02,2021,2,2,2,1
2021-02-02,2021,2,2,1,0
2021-02-02,2021,2,2,1,0
2021-02-02,2021,2,2,1,0
2021-02-02,2021,2,2,1,0
2021-02-03,2021,2,3,1,0
2021-02-03,2021,2,3,1,0
2021-02-03,2021,2,3,1,0
2021-02-03,2021,2,3,3,1
2021-02-03,2021,2,3,1,0
2021-02-03,2021,2,3,1,0
2021-02-03,2021,2,3,1,0
2021-02-04,2021,2,4,1,0
2021-02-04,2021,2,4,1,0
2021-02-04,2021,2,4,2,1
2021-02-04,2021,2,4,1,0
2021-02-04,2021,2,4,2,1
2021-02-04,2021,2,4,1,0
2021-02-04,2021,2,4,1,0
2021-02-05,2021,2,5,3,1
2021-02-05,2021,2,5,1,0
2021-02-05,2021,2,5,1,0
2021-02-05,2021,2,5,1,0
2021-02-05,2021,2,5,1,0
2021-02-05,2021,2,5,1,0
2021-02-05,2021,2,5,2,1
2021-02-06,2021,2,6,1,0
2021-02-06,2021,2,6,1,0
2021-02-06,2021,2,6,1,0
2021-02-06,2021,2,6,1,0
2021-02-06,2021,2,6,1,0
2021-02-06,2021,2,6,1,0
2021-02-06,2021,2,6,2,1
2021-02-07,2021,2,7,1,0
2021-02-07,2021,2,7,1,0
2021-02-07,2021,2,7,1,0
2021-02-07,2021,2,7,1,0
2021-02-07,2021,2,7,1,0
2021-02-07,2021,2,7,1,0
2021-02-07,2021,2,7,1,0
2021-02-08,2021,2,8,3,1
2021-02-08,2021,2,8,1,0
2021-02-08,2021,2,8,1,0
2021-02-08,2021,2,8,1,0
2021-02-08,2021,2,8,1,0
2021-02-08,2021,2,8,1,0
2021-02-08,2021,2,8,1,0
2021-02-09,2021,2,9,1,0
2021-02-09,2021,2,9,1,0
2021-02-09,2021,2,9,1,0
2021-02-09,2021,2,9,1,0
2021-02-09,2021,2,9,1,0
2021-02-09,2021,2,9,1,0
2021-02-09,2021,2,9,1,0
2021-02-10,2021,2,10,1,0
2021-02-10,2021,2,10,1,0
2021-02-10,2021,2,10,1,0
2021-02-10,2021,2,10,1,0
2021-02-10,2021,2,10,1,0
2021-02-10,2021,2,10,1,0
2021-02-10,2021,2,10,1,0
2021-02-11,2021,2,11,1,0
2021-02-11,2021,2,11,1,0
2021-02-11,2021,2,11,2,1
2021-02-11,2021,2,11,1,0
2021-02-11,2021,2,11,1,0
2021-02-11,2021,2,11,1,0
2021-02-11,2021,2,11,1,0
2021-02-12,2021,2,12,1,0
2021-02-12,2021,2,12,1,0
2021-02-12,2021,2,12,1,0
2021-02-12,2021,2,12,1,0
2021-02-12,2021,2,12,2,1
2021-02-12,2021,2,12,1,0
2021-02-12,2021,2,12,1,0
2021-02-13,2021,2,13,1,0
2021-02-13,2021,2,13,2,1
2021-02-13,2021,2,13,1,0
2021-02-13,2021,2,13,3,1
2021-02-13,2021,2,13,3,1
2021-02-13,2021,2,13,1,0
2021-02-13,2021,2,13,2,1
2021-02-14,2021,2,14,1,0
2021-02-14,2021,2,14,1,0
2021-02-14,2021,2,14,1,0
2021-02-14,2021,2,14,1,0
2021-02-14,2021,2,14,2,1
2021-02-14,2021,2,14,1,0
2021-02-14,2021,2,14,1,0
2021-02-15,2021,2,15,2,1
2021-02-15,2021,2,15,1,0
2021-02-15,2021,2,15,1,0
2021-02-15,2021,2,15,1,0
2021-02-15,2021,2,15,1,0
2021-02-15,2021,2,15,1,0
2021-02-15,2021,2,15,1,0
2021-02-16,2021,2,16,1,0
2021-02-16,2021,2,16,1,0
2021-02-16,2021,2,16,1,0
2021-02-16,2021,2,16,1,0
2021-02-16,2021,2,16,1,0
2021-02-16,2021,2,16,1,0
2021-02-16,2021,2,16,1,0
2021-02-17,2021,2,17,3,1
2021-02-17,2021,2,17,1,0
2021-02-17,2021,2,17,3,1
2021-02-17,2021,2,17,2,1
2021-02-17,2021,2,17,1,0
2021-02-17,2021,2,17,1,0
2021-02-17,2021,2,17,1,0
2021-02-18,2021,2,18,2,1
2021-02-18,2021,2,18,1,0
2021-02-18,2021,2,18,1,0
2021-02-18,2021,2,18,3,1
2021-02-18,2021,2,18,3,1
2021-02-18,2021,2,18,1,0
2021-02-18,2021,2,18,1,0
2021-02-19,2021,2,19,1,0
2021-02-19,2021,2,19,1,0
2021-02-19,2021,2,19,1,0
2021-02-19,2021,2,19,1,0
2021-02-19,2021,2,19,1,0
2021-02-19,2021,2,19,1,0
2021-02-19,2021,2,19,1,0
2021-02-20,2021,2,20,1,0
2021-02-20,2021,2,20,3,1
2021-02-20,2021,2,20,1,0
2021-02-20,2021,2,20,1,0
2021-02-20,2021,2,20,1,0
2021-02-20,2021,2,20,2,1
2021-02-20,2021,2,20,1,0
2021-02-21,2021,2,21,1,0
2021-02-21,2021,2,21,1,0
2021-02-21,2021,2,21,1,0
2021-02-21,2021,2,21,1,0
2021-02-21,2021,2,21,1,0
2021-02-21,2021,2,21,2,1
2021-02-21,2021,2,21,1,0
2021-02-22,2021,2,22,1,0
2021-02-22,2021,2,22,1,0
2021-02-22,2021,2,22,2,1
2021-02-22,2021,2,22,1,0
2021-02-22,2021,2,22,1,0
2021-02-22,2021,2,22,1,0
2021-02-22,2021,2,22,3,1
2021-02-23,2021,2,23,1,0
2021-02-23,2021,2,23,3,1
2021-02-23,2021,2,23,1,0
2021-02-23,2021,2,23,2,1
2021-02-23,2021,2,23,1,0
2021-02-23,2021,2,23,1,0
2021-02-23,2021,2,23,1,0
2021-02-24,2021,2,24,1,0
2021-02-24,2021,2,24,1,0
2021-02-24,2021,2,24,1,0
2021-02-24,2021,2,24,1,0
2021-02-24,2021,2,24,1,0
2021-02-24,2021,2,24,1,0
2021-02-24,2021,2,24,1,0
2021-02-25,2021,2,25,1,0
2021-02-25,2021,2,25,1,0
2021-02-25,2021,2,25,1,0
2021-02-25,2021,2,25,1,0
2021-02-25,2021,2,25,1,0
2021-02-25,2021,2,25,1,0
2021-02-25,2021,2,25,1,0
2021-02-26,2021,2,26,1,0
2021-02-26,2021,2,26,2,1
2021-02-26,2021,2,26,1,0
2021-02-26,2021,2,26,1,0
2021-02-26,2021,2,26,1,0
2021-02-26,2021,2,26,1,0
2021-02-26,2021,2,26,1,0
2021-02-27,2021,2,27,1,0
2021-02-27,2021,2,27,1,0
2021-02-27,2021,2,27,1,0
2021-02-27,2021,2,27,1,0
2021-02-27,2021,2,27,1,0
2021-02-27,2021,2,27,1,0
2021-02-27,2021,2,27,1,0
2021-02-28,2021,2,28,1,0
2021-02-28,2021,2,28,1,0
2021-02-28,2021,2,28,1,0
2021-02-28,2021,2,28,1,0
2021-02-28,2021,2,28,1,0
2021-02-28,2021,2,28,1,0
2021-02-28,2021,2,28,1,0
2021-03-01,2021,3,1,2,1
2021-03-01,2021,3,1,2,1
2021-03-01,2021,3,1,2,1
2021-03-01,2021,3,1,2,1
2021-03-01,2021,3,1,3,0
2021-03-01,2021,3,1,2,1
2021-03-01,2021,3,1,4,0
2021-03-02,2021,3,2,2,1
2021-03-02,2021,3,2,2,1
2021-03-02,2021,3,2,4,0
2021-03-02,2021,3,2,2,1
2021-03-02,2021,3,2,4,0
2021-03-02,2021,3,2,2,1
2021-03-02,2021,3,2,2,1
2021-03-03,2021,3,3,2,1
2021-03-03,2021,3,3,2,1
2021-03-03,2021,3,3,2,1
2021-03-03,2021,3,3,2,1
2021-03-03,2021,3,3,2,1
2021-03-03,2021,3,3,3,0
2021-03-03,2021,3,3,2,1
2021-03-04,2021,3,4,2,1
2021-03-04,2021,3,4,2,1
2021-03-04,2021,3,4,2,1
2021-03-04,2021,3,4,2,1
2021-03-04,2021,3,4,2,1
2021-03-04,2021,3,4,3,0
2021-03-04,2021,3,4,2,1
2021-03-05,2021,3,5,2,1
2021-03-05,2021,3,5,2,1
2021-03-05,2021,3,5,2,1
2021-03-05,2021,3,5,2,1
2021-03-05,2021,3,5,2,1
2021-03-05,2021,3,5,2,1
2021-03-05,2021,3,5,2,1
2021-03-06,2021,3,6,2,1
2021-03-06,2021,3,6,2,1
2021-03-06,2021,3,6,2,1
2021-03-06,2021,3,6,2,1
2021-03-06,2021,3,6,2,1
2021-03-06,2021,3,6,3,0
2021-03-06,2021,3,6,4,0
2021-03-07,2021,3,7,2,1
2021-03-07,2021,3,7,2,1
2021-03-07,2021,3,7,2,1
2021-03-07,2021,3,7,3,0
2021-03-07,2021,3,7,2,1
2021-03-07,2021,3,7,2,1
2021-03-07,2021,3,7,2,1
2021-03-08,2021,3,8,2,1
2021-03-08,2021,3,8,2,1
2021-03-08,2021,3,8,2,1
2021-03-08,2021,3,8,2,1
2021-03-08,2021,3,8,2,1
2021-03-08,2021,3,8,3,0
2021-03-08,2021,3,8,2,1
2021-03-09,2021,3,9,3,0
2021-03-09,2021,3,9,2,1
2021-03-09,2021,3,9,2,1
2021-03-09,2021,3,9,3,0
2021-03-09,2021,3,9,4,0
2021-03-09,2021,3,9,4,0
2021-03-09,2021,3,9,2,1
2021-03-10,2021,3,10,2,1
2021-03-10,2021,3,10,2,1
2021-03-10,2021,3,10,2,1
2021-03-10,2021,3,10,2,1
2021-03-10,2021,3,10,2,1
2021-03-10,2021,3,10,3,0
2021-03-10,2021,3,10,2,1
2021-03-11,2021,3,11,2,1
2021-03-11,2021,3,11,3,0
2021-03-11,2021,3,11,2,1
2021-03-11,2021,3,11,2,1
2021-03-11,2021,3,11,2,1
2021-03-11,2021,3,11,2,1
2021-03-11,2021,3,11,2,1
2021-03-12,2021,3,12,2,1
2021-03-12,2021,3,12,2,1
2021-03-12,2021,3,12,2,1
2021-03-12,2021,3,12,2,1
2021-03-12,2021,3,12,2,1
2021-03-12,2021,3,12,2,1
2021-03-12,2021,3,12,4,0
2021-03-13,2021,3,13,2,1
2021-03-13,2021,3,13,2,1
2021-03-13,2021,3,13,2,1
2021-03-13,2021,3,13,2,1
2021-03-13,2021,3,13,2,1
2021-03-13,2021,3,13,2,1
2021-03-13,2021,3,13,2,1
2021-03-14,2021,3,14,3,0
2021-03-14,2021,3,14,2,1
2021-03-14,2021,3,14,4,0
2021-03-14,2021,3,14,2,1
2021-03-14,2021,3,14,2,1
2021-03-14,2021,3,14,2,1
2021-03-14,2021,3,14,2,1
2021-03-15,2021,3,15,4,0
2021-03-15,2021,3,15,2,1
2021-03-15,2021,3,15,2,1
2021-03-15,2021,3,15,4,0
2021-03-15,2021,3,15,2,1
2021-03-15,2021,3,15,2,1
2021-03-15,2021,3,15,2,1
2021-03-16,2021,3,16,4,0
2021-03-16,2021,3,16,2,1
2021-03-16,2021,3,16,2,1
2021-03-16,2021,3,16,2,1
2021-03-16,2021,3,16,2,1
2021-03-16,2021,3,16,2,1
2021-03-16,2021,3,16,2,1
2021-03-17,2021,3,17,2,1
2021-03-17,2021,3,17,2,1
2021-03-17,2021,3,17,2,1
2021-03-17,2021,3,17,2,1
2021-03-17,2021,3,17,2,1
2021-03-17,2021,3,17,2,1
2021-03-17,2021,3,17,2,1
2021-03-18,2021,3,18,2,1
2021-03-18,2021,3,18,2,1
2021-03-18,2021,3,18,2,1
2021-03-18,2021,3,18,2,1
2021-03-18,2021,3,18,2,1
2021-03-18,2021,3,18,2,1
2021-03-18,2021,3,18,2,1
2021-03-19,2021,3,19,2,1
2021-03-19,2021,3,19,2,1
2021-03-19,2021,3,19,2,1
2021-03-19,2021,3,19,2,1
2021-03-19,2021,3,19,2,1
2021-03-19,2021,3,19,2,1
2021-03-19,2021,3,19,2,1
2021-03-20,2021,3,20,2,1
2021-03-20,2021,3,20,2,1
2021-03-20,2021,3,20,2,1
2021-03-20,2021,3,20,2,1
2021-03-20,2021,3,20,2,1
2021-03-20,2021,3,20,2,1
2021-03-20,2021,3,20,3,0
2021-03-21,2021,3,21,2,1
2021-03-21,2021,3,21,2,1
2021-03-21,2021,3,21,2,1
2021-03-21,2021,3,21,2,1
2021-03-21,2021,3,21,2,1
2021-03-21,2021,3,21,2,1
2021-03-21,2021,3,21,3,0
2021-03-22,2021,3,22,2,1
2021-03-22,2021,3,22,4,0
2021-03-22,2021,3,22,2,1
2021-03-22,2021,3,22,2,1
2021-03-22,2021,3,22,2,1
2021-03-22,2021,3,22,4,0
2021-03-22,2021,3,22,4,0
2021-03-23,2021,3,23,2,1
2021-03-23,2021,3,23,2,1
2021-03-23,2021,3,23,2,1
2021-03-23,2021,3,23,3,0
2021-03-23,2021,3,23,3,0
2021-03-23,2021,3,23,3,0
2021-03-23,2021,3,23,2,1
2021-03-24,2021,3,24,2,1
2021-03-24,2021,3,24,2,1
2021-03-24,2021,3,24,2,1
2021-03-24,2021,3,24,2,1
2021-03-24,2021,3,24,3,0
2021-03-24,2021,3,24,2,1
2021-03-24,2021,3,24,2,1
2021-03-25,2021,3,25,2,1
2021-03-25,2021,3,25,2,1
2021-03-25,2021,3,25,2,1
2021-03-25,2021,3,25,3,0
2021-03-25,2021,3,25,2,1
2021-03-25,2021,3,25,2,1
2021-03-25,2021,3,25,2,1
2021-03-26,2021,3,26,2,1
2021-03-26,2021,3,26,2,1
2021-03-26,2021,3,26,2,1
2021-03-26,2021,3,26,2,1
2021-03-26,2021,3,26,2,1
2021-03-26,2021,3,26,2,1
2021-03-26,2021,3,26,2,1
2021-03-27,2021,3,27,4,0
2021-03-27,2021,3,27,2,1
2021-03-27,2021,3,27,2,1
2021-03-27,2021,3,27,2,1
2021-03-27,2021,3,27,3,0
2021-03-27,2021,3,27,2,1
2021-03-27,2021,3,27,2,1
2021-03-28,2021,3,28,3,0
2021-03-28,2021,3,28,2,1
2021-03-28,2021,3,28,2,1
2021-03-28,2021,3,28,4,0
2021-03-28,2021,3,28,2,1
2021-03-28,2021,3,28,4,0
2021-03-28,2021,3,28,2,1
2021-03-29,2021,3,29,2,1
2021-03-29,2021,3,29,2,1
2021-03-29,2021,3,29,3,0
2021-03-29,2021,3,29,2,1
2021-03-29,2021,3,29,2,1
2021-03-29,2021,3,29,2,1
2021-03-29,2021,3,29,2,1
2021-03-30,2021,3,30,2,1
2021-03-30,2021,3,30,2,1
2021-03-30,2021,3,30,2,1
2021-03-30,2021,3,30,3,0
2021-03-30,2021,3,30,2,1
2021-03-30,2021,3,30,2,1
2021-03-30,2021,3,30,2,1
2021-03-31,2021,3,31,2,1
2021-03-31,2021,3,31,4,0
2021-03-31,2021,3,31,2,1
2021-03-31,2021,3,31,2,1
2021-03-31,2021,3,31,2,1
2021-03-31,2021,3,31,2,1
2021-03-31,2021,3,31,2,1
2021-04-01,2021,4,1,2,1
2021-04-01,2021,4,1,2,1
2021-04-01,2021,4,1,2,1
2021-04-01,2021,4,1,2,1
2021-04-01,2021,4,1,2,1
2021-04-01,2021,4,1,3,0
2021-04-01,2021,4,1,2,1
2021-04-02,2021,4,2,2,1
2021-04-02,2021,4,2,2,1
2021-04-02,2021,4,2,4,0
2021-04-02,2021,4,2,2,1
2021-04-02,2021,4,2,2,1
2021-04-02,2021,4,2,2,1
2021-04-02,2021,4,2,4,0
2021-04-03,2021,4,3,2,1
2021-04-03,2021,4,3,2,1
2021-04-03,2021,4,3,2,1
2021-04-03,2021,4,3,4,0
2021-04-03,2021,4,3,2,1
2021-04-03,2021,4,3,4,0
2021-04-03,2021,4,3,2,1
2021-04-04,2021,4,4,2,1
2021-04-04,2021,4,4,2,1
2021-04-04,2021,4,4,2,1
2021-04-04,2021,4,4,4,0
2021-04-04,2021,4,4,2,1
2021-04-04,2021,4,4,4,0
2021-04-04,2021,4,4,2,1
2021-04-05,2021,4,5,2,1
2021-04-05,2021,4,5,2,1
2021-04-05,2021,4,5,2,1
2021-04-05,2021,4,5,2,1
2021-04-05,2021,4,5,3,0
2021-04-05,2021,4,5,2,1
2021-04-05,2021,4,5,2,1
2021-04-06,2021,4,6,2,1
2021-04-06,2021,4,6,2,1
2021-04-06,2021,4,6,2,1
2021-04-06,2021,4,6,2,1
2021-04-06,2021,4,6,2,1
2021-04-06,2021,4,6,4,0
2021-04-06,2021,4,6,2,1
2021-04-07,2021,4,7,2,1
2021-04-07,2021,4,7,2,1
2021-04-07,2021,4,7,2,1
2021-04-07,2021,4,7,2,1
2021-04-07,2021,4,7,2,1
2021-04-07,2021,4,7,3,0
2021-04-07,2021,4,7,2,1
2021-04-08,2021,4,8,2,1
2021-04-08,2021,4,8,4,0
2021-04-08,2021,4,8,2,1
2021-04-08,2021,4,8,2,1
2021-04-08,2021,4,8,2,1
2021-04-08,2021,4,8,3,0
2021-04-08,2021,4,8,2,1
2021-04-09,2021,4,9,2,1
2021-04-09,2021,4,9,2,1
2021-04-09,2021,4,9,2,1
2021-04-09,2021,4,9,4,0
2021-04-09,2021,4,9,2,1
2021-04-09,2021,4,9,2,1
2021-04-09,2021,4,9,2,1
2021-04-10,2021,4,10,2,1
2021-04-10,2021,4,10,2,1
2021-04-10,2021,4,10,4,0
2021-04-10,2021,4,10,2,1
2021-04-10,2021,4,10,2,1
2021-04-10,2021,4,10,4,0
2021-04-10,2021,4,10,3,0
2021-04-11,2021,4,11,4,0
2021-04-11,2021,4,11,2,1
2021-04-11,2021,4,11,2,1
2021-04-11,2021,4,11,2,1
2021-04-11,2021,4,11,2,1
2021-04-11,2021,4,11,2,1
2021-04-11,2021,4,11,2,1
2021-04-12,2021,4,12,2,1
2021-04-12,2021,4,12,2,1
2021-04-12,2021,4,12,3,0
2021-04-12,2021,4,12,4,0
2021-04-12,2021,4,12,2,1
2021-04-12,2021,4,12,2,1
2021-04-12,2021,4,12,4,0
2021-04-13,2021,4,13,2,1
2021-04-13,2021,4,13,4,0
2021-04-13,2021,4,13,2,1
2021-04-13,2021,4,13,3,0
2021-04-13,2021,4,13,2,1
2021-04-13,2021,4,13,2,1
2021-04-13,2021,4,13,2,1
2021-04-14,2021,4,14,2,1
2021-04-14,2021,4,14,2,1
2021-04-14,2021,4,14,3,0
2021-04-14,2021,4,14,2,1
2021-04-14,2021,4,14,2,1
2021-04-14,2021,4,14,3,0
2021-04-14,2021,4,14,2,1
2021-04-15,2021,4,15,2,1
2021-04-15,2021,4,15,2,1
2021-04-15,2021,4,15,2,1
2021-04-15,2021,4,15,2,1
2021-04-15,2021,4,15,2,1
2021-04-15,2021,4,15,2,1
2021-04-15,2021,4,15,2,1
2021-04-16,2021,4,16,2,1
2021-04-16,2021,4,16,2,1
2021-04-16,2021,4,16,2,1
2021-04-16,2021,4,16,2,1
2021-04-16,2021,4,16,4,0
2021-04-16,2021,4,16,2,1
2021-04-16,2021,4,16,2,1
2021-04-17,2021,4,17,2,1
2021-04-17,2021,4,17,2,1
2021-04-17,2021,4,17,2,1
2021-04-17,2021,4,17,2,1
2021-04-17,2021,4,17,2,1
2021-04-17,2021,4,17,2,1
2021-04-17,2021,4,17,2,1
2021-04-18,2021,4,18,2,1
2021-04-18,2021,4,18,2,1
2021-04-18,2021,4,18,2,1
2021-04-18,2021,4,18,2,1
2021-04-18,2021,4,18,2,1
2021-04-18,2021,4,18,2,1
2021-04-18,2021,4,18,2,1
2021-04-19,2021,4,19,2,1
2021-04-19,2021,4,19,2,1
2021-04-19,2021,4,19,2,1
2021-04-19,2021,4,19,2,1
2021-04-19,2021,4,19,3,0
2021-04-19,2021,4,19,3,0
2021-04-19,2021,4,19,2,1
2021-04-20,2021,4,20,2,1
2021-04-20,2021,4,20,2,1
2021-04-20,2021,4,20,2,1
2021-04-20,2021,4,20,2,1
2021-04-20,2021,4,20,2,1
2021-04-20,2021,4,20,2,1
2021-04-20,2021,4,20,2,1
2021-04-21,2021,4,21,2,1
2021-04-21,2021,4,21,4,0
2021-04-21,2021,4,21,2,1
2021-04-21,2021,4,21,2,1
2021-04-21,2021,4,21,2,1
2021-04-21,2021,4,21,2,1
2021-04-21,2021,4,21,2,1
2021-04-22,2021,4,22,2,1
2021-04-22,2021,4,22,4,0
2021-04-22,2021,4,22,2,1
2021-04-22,2021,4,22,2,1
2021-04-22,2021,4,22,2,1
2021-04-22,2021,4,22,2,1
2021-04-22,2021,4,22,3,0
2021-04-23,2021,4,23,2,1
2021-04-23,2021,4,23,2,1
2021-04-23,2021,4,23,2,1
2021-04-23,2021,4,23,2,1
2021-04-23,2021,4,23,2,1
2021-04-23,2021,4,23,3,0
2021-04-23,2021,4,23,4,0
2021-04-24,2021,4,24,4,0
2021-04-24,2021,4,24,3,0
2021-04-24,2021,4,24,4,0
2021-04-24,2021,4,24,2,1
2021-04-24,2021,4,24,2,1
2021-04-24,2021,4,24,2,1
2021-04-24,2021,4,24,2,1
2021-04-25,2021,4,25,2,1
2021-04-25,2021,4,25,2,1
2021-04-25,2021,4,25,2,1
2021-04-25,2021,4,25,2,1
2021-04-25,2021,4,25,2,1
2021-04-25,2021,4,25,2,1
2021-04-25,2021,4,25,2,1
2021-04-26,2021,4,26,2,1
2021-04-26,2021,4,26,2,1
2021-04-26,2021,4,26,2,1
2021-04-26,2021,4,26,2,1
2021-04-26,2021,4,26,2,1
2021-04-26,2021,4,26,3,0
2021-04-26,2021,4,26,2,1
2021-04-27,2021,4,27,4,0
2021-04-27,2021,4,27,2,1
2021-04-27,2021,4,27,2,1
2021-04-27,2021,4,27,2,1
2021-04-27,2021,4,27,4,0
2021-04-27,2021,4,27,4,0
2021-04-27,2021,4,27,2,1
2021-04-28,2021,4,28,2,1
2021-04-28,2021,4,28,3,0
2021-04-28,2021,4,28,2,1
2021-04-28,2021,4,28,3,0
2021-04-28,2021,4,28,2,1
2021-04-28,2021,4,28,2,1
2021-04-28,2021,4,28,2,1
2021-04-29,2021,4,29,2,1
2021-04-29,2021,4,29,4,0
2021-04-29,2021,4,29,2,1
2021-04-29,2021,4,29,2,1
2021-04-29,2021,4,29,2,1
2021-04-29,2021,4,29,4,0
2021-04-29,2021,4,29,2,1
2021-04-30,2021,4,30,2,1
2021-04-30,2021,4,30,2,1
2021-04-30,2021,4,30,2,1
2021-04-30,2021,4,30,2,1
2021-04-30,2021,4,30,4,0
2021-04-30,2021,4,30,2,1
2021-04-30,2021,4,30,2,1
2021-05-01,2021,5,1,3,0
2021-05-01,2021,5,1,3,0
2021-05-01,2021,5,1,3,0
2021-05-01,2021,5,1,3,0
2021-05-01,2021,5,1,4,1
2021-05-01,2021,5,1,3,0
2021-05-01,2021,5,1,3,0
